zone,geometry,sum_Hourly Flow_100m_radius
1604,"POLYGON ((361730.5004297266 170201.72093688633, 361719.47971925844 170129.5695093944, 361651.9910412693 170108.6518755349, 361595.52302193095 170159.88629858434, 361606.5442365311 170232.0380411303, 361674.0329663298 170252.95504557068, 361730.5004297266 170201.72093688633))",0
1605,"POLYGON ((361606.5442365311 170232.0380411303, 361595.52302193095 170159.88629858434, 361528.0333746355 170138.96868866123, 361471.56489013426 170190.20345071668, 361482.586608883 170262.355508318, 361550.0763079791 170283.27248880855, 361606.5442365311 170232.0380411303))",0
1606,"POLYGON ((361809.00853912445 170294.7884729285, 361797.9881902241 170222.63796527515, 361730.5004297266 170201.72093688633, 361674.0329663298 170252.95504557068, 361685.0538193675 170325.10586826177, 361752.5416316581 170346.0222672287, 361809.00853912445 170294.7884729285))",0
1607,"POLYGON ((361685.0538193675 170325.10586826177, 361674.0329663298 170252.95504557068, 361606.5442365311 170232.0380411303, 361550.0763079791 170283.27248880855, 361561.0976651751 170355.42362653953, 361628.5864467583 170376.34000154736, 361685.0538193675 170325.10586826177))",0
1608,"POLYGON ((361561.0976651751 170355.42362653953, 361550.0763079791 170283.27248880855, 361482.586608883 170262.355508318, 361426.11821520305 170313.59029499732, 361437.1400765778 170385.74174776673, 361504.62982744793 170406.65809881268, 361561.0976651751 170355.42362653953))",0
1609,"POLYGON ((361887.51536943053 170387.85448365938, 361876.49538211816 170315.70489585306, 361809.00853912445 170294.7884729285, 361752.5416316581 170346.0222672287, 361763.5621231173 170418.1721700586, 361831.0490178894 170439.08796356193, 361887.51536943053 170387.85448365938))",0.089226721
1610,"POLYGON ((362259.36650153843 170296.90360205603, 362248.34802654147 170224.75495931186, 362180.8640914723 170203.8384645378, 362124.39857958927 170255.07124189928, 362135.41755867226 170327.22019966412, 362202.901545546 170348.13606504607, 362259.36650153843 170296.90360205603))",0.183972004
1611,"POLYGON ((362135.41755867226 170327.22019966412, 362124.39857958927 170255.07124189928, 362056.91367520747 170234.1547710708, 362000.4476981054 170285.38788740855, 362011.46718129277 170357.53716019698, 362078.9521374719 170378.4530016241, 362135.41755867226 170327.22019966412))",0.031590701
1612,"POLYGON ((362011.46718129277 170357.53716019698, 362000.4476981054 170285.38788740855, 361932.96182441455 170264.4714405348, 361876.49538211816 170315.70489585306, 361887.51536943053 170387.85448365938, 361955.00129490916 170408.77030112606, 362011.46718129277 170357.53716019698))",0.089226721
1613,"POLYGON ((362213.9201630088 170420.28410299576, 362202.901545546 170348.13606504607, 362135.41755867226 170327.22019966412, 362078.9521374719 170378.4530016241, 362089.9712590462 170450.6013545725, 362157.4552977033 170471.51659055735, 362213.9201630088 170420.28410299576))",0.183972004
1614,"POLYGON ((362089.9712590462 170450.6013545725, 362078.9521374719 170378.4530016241, 362011.46718129277 170357.53716019698, 361955.00129490916 170408.77030112606, 361966.0209206146 170480.91896907613, 362033.50592856726 170501.83418109338, 362089.9712590462 170450.6013545725))",0.176143427
1615,"POLYGON ((361966.0209206146 170480.91896907613, 361955.00129490916 170408.77030112606, 361887.51536943053 170387.85448365938, 361831.0490178894 170439.08796356193, 361842.06914774585 170511.2369465108, 361909.5551249884 170532.15213455906, 361966.0209206146 170480.91896907613))",0.089226721
1616,"POLYGON ((362292.4214881874 170513.34648106492, 362281.40323236433 170441.19936294458, 362213.9201630088 170420.28410299576, 362157.4552977033 170471.51659055735, 362168.4740576429 170543.66402366158, 362235.9571787655 170564.57865421323, 362292.4214881874 170513.34648106492))",0.183972004
1617,"POLYGON ((362168.4740576429 170543.66402366158, 362157.4552977033 170471.51659055735, 362089.9712590462 170450.6013545725, 362033.50592856726 170501.83418109338, 362044.5251926463 170573.9819291801, 362112.0092830599 170594.89653575642, 362168.4740576429 170543.66402366158))",0.193295118
1618,"POLYGON ((362044.5251926463 170573.9819291801, 362033.50592856726 170501.83418109338, 361966.0209206146 170480.91896907613, 361909.5551249884 170532.15213455906, 361920.5748932254 170604.30019762402, 361988.05995292665 170625.2147802257, 362044.5251926463 170573.9819291801))",0.240942159
1619,"POLYGON ((361920.5748932254 170604.30019762402, 361909.5551249884 170532.15213455906, 361842.06914774585 170511.2369465108, 361785.6028869974 170562.4704509579, 361796.62315941375 170634.61882900185, 361864.1091883943 170655.5333876211, 361920.5748932254 170604.30019762402))",0.05763602
1620,"POLYGON ((362337.8676324727 170389.9672143387, 362326.84951910283 170317.81949139276, 362259.36650153843 170296.90360205603, 362202.901545546 170348.13606504607, 362213.9201630088 170420.28410299576, 362281.40323236433 170441.19936294458, 362337.8676324727 170389.9672143387))",0.28643732
1621,"POLYGON ((362664.2551727899 170422.39603075216, 362653.23842920456 170350.2498575878, 362585.7582677822 170329.33452576323, 362529.29479814635 170380.56599646405, 362540.31204579043 170452.7124846137, 362607.7922590063 170473.627187073, 362664.2551727899 170422.39603075216))",0
1622,"POLYGON ((362540.31204579043 170452.7124846137, 362529.29479814635 170380.56599646405, 362461.8136674084 170359.65068859642, 362405.34973252285 170410.8824982494, 362416.3674842462 170483.0293013844, 362483.84866676957 170503.94397987687, 362540.31204579043 170452.7124846137))",0
1623,"POLYGON ((362416.3674842462 170483.0293013844, 362405.34973252285 170410.8824982494, 362337.8676324727 170389.9672143387, 362281.40323236433 170441.19936294458, 362292.4214881874 170513.34648106492, 362359.9036400124 170534.26113558694, 362416.3674842462 170483.0293013844))",0.183972004
1624,"POLYGON ((362618.80914497736 170545.77275542234, 362607.7922590063 170473.627187073, 362540.31204579043 170452.7124846137, 362483.84866676957 170503.94397987687, 362494.86605682643 170576.089863191, 362562.3463218123 170597.00393627438, 362618.80914497736 170545.77275542234))",0
1625,"POLYGON ((362494.86605682643 170576.089863191, 362483.84866676957 170503.94397987687, 362416.3674842462 170483.0293013844, 362359.9036400124 170534.26113558694, 362370.9215341748 170606.40733386733, 362438.40276845946 170627.32138297538, 362494.86605682643 170576.089863191))",0
1626,"POLYGON ((362370.9215341748 170606.40733386733, 362359.9036400124 170534.26113558694, 362292.4214881874 170513.34648106492, 362235.9571787655 170564.57865421323, 362246.9755770538 170636.725167457, 362314.4577806315 170657.63919258403, 362370.9215341748 170606.40733386733))",0
1627,"POLYGON ((362697.3049649385 170638.83150101244, 362686.28844065947 170566.68685247825, 362618.80914497736 170545.77275542234, 362562.3463218123 170597.00393627438, 362573.363350183 170669.14889975777, 362640.84269762045 170690.0623674392, 362697.3049649385 170638.83150101244))",0
1628,"POLYGON ((362573.363350183 170669.14889975777, 362562.3463218123 170597.00393627438, 362494.86605682643 170576.089863191, 362438.40276845946 170627.32138297538, 362449.4203009419 170699.466661403, 362516.90061767434 170720.38010510273, 362573.363350183 170669.14889975777))",0
1629,"POLYGON ((362449.4203009419 170699.466661403, 362438.40276845946 170627.32138297538, 362370.9215341748 170606.40733386733, 362314.4577806315 170657.63919258403, 362325.47581724694 170729.78478595946, 362392.957103267 170750.69820566755, 362449.4203009419 170699.466661403))",0
1630,"POLYGON ((361763.5621231173 170418.1721700586, 361752.5416316581 170346.0222672287, 361685.0538193675 170325.10586826177, 361628.5864467583 170376.34000154736, 361639.6074423813 170448.49021939305, 361707.09530644113 170469.40598893026, 361763.5621231173 170418.1721700586))",0
1631,"POLYGON ((361639.6074423813 170448.49021939305, 361628.5864467583 170376.34000154736, 361561.0976651751 170355.42362653953, 361504.62982744793 170406.65809881268, 361515.65132725495 170478.8086316734, 361583.1401605987 170499.72437724448, 361639.6074423813 170448.49021939305))",0
1632,"POLYGON ((361515.65132725495 170478.8086316734, 361504.62982744793 170406.65809881268, 361437.1400765778 170385.74174776673, 361380.67177375633 170436.97655902675, 361391.69377776847 170509.1274069075, 361459.1835803902 170530.04312850256, 361515.65132725495 170478.8086316734))",0
1633,"POLYGON ((361842.06914774585 170511.2369465108, 361831.0490178894 170439.08796356193, 361763.5621231173 170418.1721700586, 361707.09530644113 170469.40598893026, 361718.115940471 170541.5552868814, 361785.6028869974 170562.4704509579, 361842.06914774585 170511.2369465108))",0
1634,"POLYGON ((361718.115940471 170541.5552868814, 361707.09530644113 170469.40598893026, 361639.6074423813 170448.49021939305, 361583.1401605987 170499.72437724448, 361594.16129881935 170571.8739901923, 361661.649214625 170592.78913029132, 361718.115940471 170541.5552868814))",0
1635,"POLYGON ((361594.16129881935 170571.8739901923, 361583.1401605987 170499.72437724448, 361515.65132725495 170478.8086316734, 361459.1835803902 170530.04312850256, 361470.2052228221 170602.19305644842, 361537.69410790177 170623.10817256646, 361594.16129881935 170571.8739901923))",0
1636,"POLYGON ((361796.62315941375 170634.61882900185, 361785.6028869974 170562.4704509579, 361718.115940471 170541.5552868814, 361661.649214625 170592.78913029132, 361672.66999123956 170664.93782331632, 361740.1569894953 170685.85235795105, 361796.62315941375 170634.61882900185))",0.076030236
1637,"POLYGON ((361672.66999123956 170664.93782331632, 361661.649214625 170592.78913029132, 361594.16129881935 170571.8739901923, 361537.69410790177 170623.10817256646, 361548.7153887333 170695.25718057185, 361616.2033562604 170716.1716912213, 361672.66999123956 170664.93782331632))",0.076030236
1638,"POLYGON ((361548.7153887333 170695.25718057185, 361537.69410790177 170623.10817256646, 361470.2052228221 170602.19305644842, 361413.7375668582 170653.4275777953, 361424.7593519274 170725.57690077322, 361492.24828871863 170746.4913874304, 361548.7153887333 170695.25718057185))",0
1639,"POLYGON ((361875.12909917743 170727.68084575073, 361864.1091883943 170655.5333876211, 361796.62315941375 170634.61882900185, 361740.1569894953 170685.85235795105, 361751.1774044832 170758.00013104267, 361818.663485179 170778.91406022164, 361875.12909917743 170727.68084575073))",0.158722598
1640,"POLYGON ((361346.2477125095 170632.51248565683, 361335.2255658479 170560.36224271572, 361267.73479395267 170539.4465450918, 361211.2661169987 170590.68171988399, 361222.28876791324 170662.83227782184, 361289.77959152334 170683.7473459693, 361346.2477125095 170632.51248565683))",0
1641,"POLYGON ((361222.28876791324 170662.83227782184, 361211.2661169987 170590.68171988399, 361143.77437583817 170569.7660462432, 361087.3052338779 170621.0015600124, 361098.3283890633 170693.1524329483, 361165.820181932 170714.06747711054, 361222.28876791324 170662.83227782184))",0
1642,"POLYGON ((361424.7593519274 170725.57690077322, 361413.7375668582 170653.4275777953, 361346.2477125095 170632.51248565683, 361289.77959152334 170683.7473459693, 361300.8018808524 170755.89698393334, 361368.2917869019 170776.8114465939, 361424.7593519274 170725.57690077322))",0
1643,"POLYGON ((361300.8018808524 170755.89698393334, 361289.77959152334 170683.7473459693, 361222.28876791324 170662.83227782184, 361165.820181932 170714.06747711054, 361176.84297553665 170786.21743004216, 361244.33385084115 170807.1318687125, 361300.8018808524 170755.89698393334))",0
1644,"POLYGON ((361176.84297553665 170786.21743004216, 361165.820181932 170714.06747711054, 361098.3283890633 170693.1524329483, 361041.8593381109 170744.38797120965, 361052.8826360134 170816.53823911812, 361120.37448056514 170837.45265378768, 361176.84297553665 170786.21743004216))",0
1645,"POLYGON ((361503.2697121759 170818.63979044236, 361492.24828871863 170746.4913874304, 361424.7593519274 170725.57690077322, 361368.2917869019 170776.8114465939, 361379.3137146245 170848.96016456356, 361446.8027031023 170869.8740217485, 361503.2697121759 170818.63979044236))",0
1646,"POLYGON ((361379.3137146245 170848.96016456356, 361368.2917869019 170776.8114465939, 361300.8018808524 170755.89698393334, 361244.33385084115 170807.1318687125, 361255.3562828475 170879.28090163635, 361322.84624057496 170900.19473481976, 361379.3137146245 170848.96016456356))",0
1647,"POLYGON ((361255.3562828475 170879.28090163635, 361244.33385084115 170807.1318687125, 361176.84297553665 170786.21743004216, 361120.37448056514 170837.45265378768, 361131.397416876 170909.60200166568, 361198.88834384974 170930.51581084472, 361255.3562828475 170879.28090163635))",0
1648,"POLYGON ((361131.397416876 170909.60200166568, 361120.37448056514 170837.45265378768, 361052.8826360134 170816.53823911812, 360996.413676108 170867.77380182856, 361007.43711674213 170939.92346466077, 361074.92901295354 170960.83724982908, 361131.397416876 170909.60200166568))",0
1649,"POLYGON ((361457.82426919846 170942.02181971323, 361446.8027031023 170869.8740217485, 361379.3137146245 170848.96016456356, 361322.84624057496 170900.19473481976, 361333.8683109626 170972.3428477231, 361401.3573511024 170993.25607542595, 361457.82426919846 170942.02181971323))",0.197587149
1650,"POLYGON ((362246.9755770538 170636.725167457, 362235.9571787655 170564.57865421323, 362168.4740576429 170543.66402366158, 362112.0092830599 170594.89653575642, 362123.0281854937 170667.04336396424, 362190.5113583585 170687.9573651089, 362246.9755770538 170636.725167457))",0.100613778
1651,"POLYGON ((362123.0281854937 170667.04336396424, 362112.0092830599 170594.89653575642, 362044.5251926463 170573.9819291801, 361988.05995292665 170625.2147802257, 361999.0793595249 170697.36192339548, 362066.563501671 170718.27590055205, 362123.0281854937 170667.04336396424))",0.183306139
1652,"POLYGON ((361999.0793595249 170697.36192339548, 361988.05995292665 170625.2147802257, 361920.5748932254 170604.30019762402, 361864.1091883943 170655.5333876211, 361875.12909917743 170727.68084575073, 361942.61421060126 170748.59479892201, 361999.0793595249 170697.36192339548))",0.133007087
1653,"POLYGON ((362201.52989912464 170760.10327342578, 362190.5113583585 170687.9573651089, 362123.0281854937 170667.04336396424, 362066.563501671 170718.27590055205, 362077.5825466105 170790.42212381604, 362145.0657711935 170811.33549554367, 362201.52989912464 170760.10327342578))",0.100613778
1654,"POLYGON ((362077.5825466105 170790.42212381604, 362066.563501671 170718.27590055205, 361999.0793595249 170697.36192339548, 361942.61421060126 170748.59479892201, 361953.6337597326 170820.74133712956, 362021.11795358814 170841.6546848592, 362077.5825466105 170790.42212381604))",0.082692362
